"","assessment","assessor","representation.A","representation.B","selected.at","completed","Selected.representation","Select.best.duration","Select.best.SEQ","Select.best.SEQ.duration","total.duration"
"32098","Aantallen Schatten","Observer13",12,17,"2017/01/12 11:17:13",1,"17","4",3,"3",7
"32099","Aantallen Schatten","Observer13",16,28,"2017/01/12 11:17:21",1,"28","5",3,"7",12
"32100","Aantallen Schatten","Observer13",29,13,"2017/01/12 11:17:31",1,"29","2",2,"4",6
"32101","Aantallen Schatten","Observer13",14,10,"2017/01/12 11:17:42",1,"14","7",5,"10",17
"32102","Aantallen Schatten","Observer13",25,13,"2017/01/12 11:17:57",1,"25","6",2,"3",9
"32103","Aantallen Schatten","Observer13",23,27,"2017/01/12 11:21:50",1,"27","6",5,"2",8
"32104","Aantallen Schatten","Observer13",27,21,"2017/01/12 11:19:28",1,"27","3",5,"2",5
"32105","Aantallen Schatten","Observer13",29,16,"2017/01/12 11:19:34",1,"29","2",3,"5",7
"32106","Aantallen Schatten","Observer13",16,14,"2017/01/12 11:19:44",1,"16","4",6,"6",10
"32107","Aantallen Schatten","Observer13",25,10,"2017/01/12 11:19:52",1,"25","2",2,"4",6
"32108","Aantallen Schatten","Observer13",12,28,"2017/01/12 11:19:59",1,"28","3",2,"2",5
"32109","Aantallen Schatten","Observer13",20,26,"2017/01/12 11:20:03",1,"26","2",3,"2",4
"32110","Aantallen Schatten","Observer13",22,18,"2017/01/12 11:20:11",1,"18","5",6,"3",8
"32111","Aantallen Schatten","Observer13",24,17,"2017/01/12 11:20:17",1,"24","3",4,"2",5
"32114","Aantallen Schatten","Observer09",22,11,"2017/01/12 11:33:56",1,"22","10",1,"2",12
"32115","Aantallen Schatten","Observer09",28,11,"2017/01/12 11:35:00",1,"28","5",1,"2",7
"32116","Aantallen Schatten","Observer09",11,28,"NA",0,"NA","NA",-1,"NA",0
"32117","Aantallen Schatten","Observer09",20,14,"NA",0,"NA","NA",-1,"NA",0
"32118","Aantallen Schatten","Observer09",23,19,"2017/01/12 11:34:02",1,"23","3",2,"4",7
"32119","Aantallen Schatten","Observer09",12,13,"2017/01/12 11:34:09",1,"13","3",4,"4",7
"32120","Aantallen Schatten","Observer09",21,15,"2017/01/12 11:34:17",1,"21","3",2,"3",6
"32121","Aantallen Schatten","Observer09",18,16,"2017/01/12 11:34:28",1,"16","9",4,"5",14
"32122","Aantallen Schatten","Observer09",24,29,"2017/01/12 11:34:38",1,"29","5",4,"2",7
"32123","Aantallen Schatten","Observer09",25,10,"2017/01/12 11:34:43",1,"25","2",2,"4",6
"32124","Aantallen Schatten","Observer09",13,14,"NA",0,"NA","0",-1,"NA",0
"32125","Aantallen Schatten","Observer09",15,23,"NA",0,"NA","10898",-1,"NA",10898
"32199","Aantallen Schatten","Observer16",29,14,"2017/01/13 14:34:53",1,"29","1",2,"2",3
"32200","Aantallen Schatten","Observer16",27,11,"2017/01/13 14:34:57",1,"27","1",1,"2",3
"32201","Aantallen Schatten","Observer16",25,19,"2017/01/13 14:35:03",1,"25","3",5,"2",5
"32202","Aantallen Schatten","Observer16",20,26,"2017/01/13 14:35:07",1,"26","2",1,"3",5
"32203","Aantallen Schatten","Observer16",18,12,"2017/01/13 14:35:12",1,"18","2",3,"2",4
"32204","Aantallen Schatten","Observer16",24,23,"2017/01/13 14:35:18",1,"24","4",7,"2",6
"32205","Aantallen Schatten","Observer16",17,20,"2017/01/13 14:35:22",1,"20","3",2,"1",4
"32206","Aantallen Schatten","Observer16",25,22,"2017/01/13 14:35:27",1,"25","2",6,"2",4
"32207","Aantallen Schatten","Observer16",14,13,"2017/01/13 14:35:34",1,"14","4",7,"2",6
"32208","Aantallen Schatten","Observer16",28,11,"2017/01/13 14:35:38",1,"28","2",1,"2",4
"32209","Aantallen Schatten","Observer16",26,23,"2017/01/13 14:35:43",1,"26","2",6,"2",4
"32210","Aantallen Schatten","Observer16",29,18,"2017/01/13 14:35:46",1,"29","2",3,"3",5
"32211","Aantallen Schatten","Observer16",19,24,"2017/01/13 14:35:52",1,"24","3",2,"3",6
"32212","Aantallen Schatten","Observer16",12,10,"2017/01/13 14:36:01",1,"10","6",7,"1",7
"32213","Aantallen Schatten","Observer16",27,21,"2017/01/13 14:36:05",1,"27","1",4,"2",3
"32214","Aantallen Schatten","Observer16",16,15,"2017/01/13 14:36:11",1,"15","3",7,"2",5
"32215","Aantallen Schatten","Observer16",17,15,"2017/01/13 14:36:17",1,"17","4",7,"3",7
"32216","Aantallen Schatten","Observer16",19,13,"2017/01/13 14:36:22",1,"19","2",6,"2",4
"32217","Aantallen Schatten","Observer16",22,21,"2017/01/13 14:36:27",1,"22","3",6,"2",5
"32218","Aantallen Schatten","Observer16",27,26,"2017/01/13 14:36:32",1,"26","3",7,"2",5
"32219","Aantallen Schatten","Observer16",18,10,"2017/01/13 14:36:37",1,"18","3",3,"3",6
"32220","Aantallen Schatten","Observer16",11,14,"2017/01/13 14:36:44",1,"14","4",4,"2",6
"32221","Aantallen Schatten","Observer16",24,25,"2017/01/13 14:36:49",1,"25","3",7,"1",4
"32222","Aantallen Schatten","Observer16",29,23,"2017/01/13 14:36:54",1,"29","2",5,"2",4
"32223","Aantallen Schatten","Observer16",20,12,"2017/01/13 14:36:59",1,"20","2",4,"2",4
"32224","Aantallen Schatten","Observer16",28,16,"2017/01/13 14:37:04",1,"28","3",4,"2",5
"32225","Aantallen Schatten","Observer16",13,17,"2017/01/13 14:37:09",1,"17","3",3,"1",4
"32226","Aantallen Schatten","Observer16",11,26,"2017/01/17 14:22:06",1,"26","3",1,"28",31
"32302","Aantallen Schatten","Observer14",17,28,"2017/01/13 17:11:53",1,"28","4",4,"2",6
"32243","Aantallen Schatten","Observer14",17,27,"2017/01/13 17:02:27",1,"27","5",3,"5",10
"32245","Aantallen Schatten","Observer14",29,19,"2017/01/13 17:02:37",1,"29","5",4,"3",8
"32246","Aantallen Schatten","Observer14",25,12,"2017/01/13 17:02:44",1,"25","3",1,"5",8
"32247","Aantallen Schatten","Observer14",10,24,"2017/01/13 17:02:52",1,"24","3",1,"1",4
"32248","Aantallen Schatten","Observer14",15,20,"2017/01/13 17:03:00",1,"20","5",6,"2",7
"32249","Aantallen Schatten","Observer14",22,28,"2017/01/13 17:03:06",1,"28","3",4,"7",10
"32250","Aantallen Schatten","Observer14",21,18,"2017/01/13 17:03:18",1,"21","5",7,"2",7
"32251","Aantallen Schatten","Observer14",16,26,"2017/01/13 17:03:24",1,"26","4",4,"1",5
"32252","Aantallen Schatten","Observer14",23,14,"2017/01/13 17:03:31",1,"23","4",3,"2",6
"32253","Aantallen Schatten","Observer14",11,13,"2017/01/13 17:03:38",1,"13","5",5,"1",6
"32254","Aantallen Schatten","Observer14",15,22,"2017/01/13 17:03:44",1,"22","5",4,"1",6
"32255","Aantallen Schatten","Observer14",12,10,"2017/01/13 17:03:52",1,"12","5",6,"2",7
"32256","Aantallen Schatten","Observer14",19,14,"2017/01/13 17:04:01",1,"19","7",7,"2",9
"32257","Aantallen Schatten","Observer14",25,27,"2017/01/13 17:04:08",1,"25","5",7,"2",7
"32258","Aantallen Schatten","Observer14",24,29,"2017/01/13 17:04:14",1,"29","4",6,"1",5
"32259","Aantallen Schatten","Observer14",13,18,"2017/01/13 17:04:22",1,"18","6",7,"2",8
"32260","Aantallen Schatten","Observer14",26,20,"2017/01/13 17:04:32",1,"20","8",7,"1",9
"32261","Aantallen Schatten","Observer14",21,17,"2017/01/13 17:04:44",1,"17","10",7,"1",11
"32262","Aantallen Schatten","Observer14",16,28,"2017/01/13 17:04:50",1,"28","4",5,"1",5
"32263","Aantallen Schatten","Observer14",23,11,"2017/01/13 17:04:54",1,"23","3",2,"1",4
"32264","Aantallen Schatten","Observer14",25,22,"2017/01/13 17:05:01",1,"25","5",6,"3",8
"32265","Aantallen Schatten","Observer14",29,10,"2017/01/13 17:05:06",1,"29","3",1,"1",4
"32266","Aantallen Schatten","Observer14",16,17,"2017/01/13 17:05:15",1,"17","7",6,"2",9
"32267","Aantallen Schatten","Observer14",15,23,"2017/01/13 17:05:21",1,"23","4",5,"1",5
"32268","Aantallen Schatten","Observer14",21,13,"2017/01/13 17:05:26",1,"21","3",5,"1",4
"32269","Aantallen Schatten","Observer14",19,27,"2017/01/13 17:05:31",1,"27","3",5,"5",8
"32270","Aantallen Schatten","Observer14",24,20,"2017/01/13 17:05:45",1,"20","9",7,"2",11
"32271","Aantallen Schatten","Observer14",12,18,"2017/01/13 17:05:51",1,"18","4",5,"1",5
"32272","Aantallen Schatten","Observer14",28,26,"2017/01/13 17:05:57",1,"26","3",7,"2",5
"32273","Aantallen Schatten","Observer14",14,11,"2017/01/13 17:06:03",1,"14","4",5,"2",6
"32274","Aantallen Schatten","Observer14",18,19,"2017/01/13 17:06:10",1,"19","5",7,"1",6
"32276","Aantallen Schatten","Observer14",17,15,"2017/01/13 17:06:15",1,"15","3",7,"2",5
"32277","Aantallen Schatten","Observer14",28,24,"2017/01/13 17:06:20",1,"24","3",7,"1",4
"32278","Aantallen Schatten","Observer14",12,29,"2017/01/13 17:06:24",1,"29","2",1,"4",6
"32279","Aantallen Schatten","Observer14",22,26,"2017/01/13 17:06:37",1,"26","8",7,"1",9
"32280","Aantallen Schatten","Observer14",13,14,"2017/01/13 17:06:46",1,"14","8",7,"1",9
"32281","Aantallen Schatten","Observer14",23,25,"2017/01/13 17:06:51",1,"25","3",7,"1",4
"32282","Aantallen Schatten","Observer14",21,20,"2017/01/13 17:06:56",1,"20","3",7,"2",5
"32283","Aantallen Schatten","Observer14",10,27,"2017/01/13 17:07:00",1,"27","2",2,"2",4
"32284","Aantallen Schatten","Observer14",16,11,"2017/01/13 17:07:06",1,"16","3",4,"2",5
"32285","Aantallen Schatten","Observer14",10,25,"2017/01/13 17:07:11",1,"25","3",1,"5",8
"32286","Aantallen Schatten","Observer14",15,21,"2017/01/13 17:07:35",1,"21","18",5,"2",20
"32287","Aantallen Schatten","Observer14",19,28,"2017/01/13 17:10:25",1,"28","168",7,"2",170
"32306","Aantallen Schatten","Observer14",13,23,"2017/01/13 17:12:16",1,"23","3",3,"3",6
"32290","Aantallen Schatten","Observer14",14,16,"2017/01/13 17:10:33",1,"16","5",6,"1",6
"32291","Aantallen Schatten","Observer14",29,20,"2017/01/13 17:10:39",1,"29","5",7,"1",6
"32292","Aantallen Schatten","Observer14",18,11,"2017/01/13 17:10:44",1,"18","3",2,"2",5
"32293","Aantallen Schatten","Observer14",22,27,"2017/01/13 17:10:52",1,"27","5",7,"1",6
"32294","Aantallen Schatten","Observer14",12,17,"2017/01/13 17:11:00",1,"17","6",4,"2",8
"32295","Aantallen Schatten","Observer14",23,26,"2017/01/13 17:11:08",1,"26","6",6,"2",8
"32296","Aantallen Schatten","Observer14",24,13,"2017/01/13 17:11:15",1,"24","4",2,"1",5
"32297","Aantallen Schatten","Observer14",15,10,"2017/01/13 17:11:21",1,"15","4",4,"2",6
"32298","Aantallen Schatten","Observer14",19,22,"2017/01/13 17:11:27",1,"22","4",6,"3",7
"32299","Aantallen Schatten","Observer14",12,24,"2017/01/13 17:11:34",1,"24","4",3,"3",7
"32300","Aantallen Schatten","Observer14",14,25,"2017/01/13 17:11:41",1,"25","4",3,"1",5
"32301","Aantallen Schatten","Observer14",20,11,"2017/01/13 17:11:47",1,"20","4",3,"2",6
"32303","Aantallen Schatten","Observer14",18,26,"2017/01/13 17:11:58",1,"26","3",5,"2",5
"32304","Aantallen Schatten","Observer14",29,21,"2017/01/13 17:12:04",1,"29","4",6,"3",7
"32305","Aantallen Schatten","Observer14",27,16,"2017/01/13 17:12:11",1,"27","4",5,"2",6
"32308","Aantallen Schatten","Observer14",25,15,"2017/01/13 17:12:22",1,"25","3",2,"2",5
"32309","Aantallen Schatten","Observer14",16,29,"2017/01/13 17:12:28",1,"29","4",4,"4",8
"32310","Aantallen Schatten","Observer14",17,18,"2017/01/13 17:13:02",1,"17","29",7,"2",31
"32311","Aantallen Schatten","Observer14",13,19,"2017/01/13 17:13:08",1,"19","4",3,"1",5
"32312","Aantallen Schatten","Observer14",10,20,"2017/01/13 17:13:14",1,"20","4",3,"2",6
"32313","Aantallen Schatten","Observer14",22,23,"2017/01/13 17:13:20",1,"22","4",6,"1",5
"32314","Aantallen Schatten","Observer14",27,24,"2017/01/13 17:13:25",1,"27","3",7,"2",5
"32315","Aantallen Schatten","Observer14",28,21,"2017/01/13 17:13:32",1,"28","5",7,"2",7
"32316","Aantallen Schatten","Observer14",14,12,"2017/01/13 17:13:40",1,"14","6",7,"1",7
"32317","Aantallen Schatten","Observer14",11,26,"2017/01/13 17:13:45",1,"26","3",1,"1",4
"32318","Aantallen Schatten","Observer14",21,10,"2017/01/13 17:13:49",1,"21","4",2,"1",5
"32319","Aantallen Schatten","Observer14",19,25,"2017/01/13 17:13:55",1,"25","4",5,"1",5
"32320","Aantallen Schatten","Observer14",11,17,"2017/01/13 17:14:00",1,"17","4",3,"4",8
"32321","Aantallen Schatten","Observer14",26,24,"2017/01/13 17:14:08",1,"26","5",7,"1",6
"32322","Aantallen Schatten","Observer14",27,23,"2017/01/13 17:14:13",1,"27","3",7,"2",5
"32323","Aantallen Schatten","Observer14",22,14,"2017/01/13 17:14:19",1,"22","4",6,"1",5
"32324","Aantallen Schatten","Observer14",13,12,"2017/01/13 17:14:25",1,"13","5",5,"1",6
"32325","Aantallen Schatten","Observer14",20,16,"2017/01/13 17:14:33",1,"20","5",7,"1",6
"32326","Aantallen Schatten","Observer14",18,15,"2017/01/13 17:14:38",1,"15","4",7,"1",5
"32327","Aantallen Schatten","Observer14",29,28,"2017/01/13 17:14:42",1,"28","3",7,"1",4
"32328","Aantallen Schatten","Observer14",12,22,"2017/01/13 17:14:48",1,"22","3",4,"6",9
"32329","Aantallen Schatten","Observer14",27,11,"2017/01/13 17:14:57",1,"27","3",1,"1",4
"32330","Aantallen Schatten","Observer14",20,13,"2017/01/13 17:15:02",1,"20","3",6,"1",4
"32331","Aantallen Schatten","Observer14",29,25,"2017/01/13 17:15:07",1,"25","3",6,"6",9
"32332","Aantallen Schatten","Observer14",17,26,"2017/01/13 17:15:17",1,"26","5",7,"1",6
"32333","Aantallen Schatten","Observer14",21,19,"2017/01/13 17:15:23",1,"19","4",7,"2",6
"32334","Aantallen Schatten","Observer14",16,15,"2017/01/13 17:15:30",1,"16","4",6,"2",6
"32335","Aantallen Schatten","Observer14",14,10,"2017/01/13 17:15:37",1,"14","5",5,"1",6
"32336","Aantallen Schatten","Observer14",18,28,"2017/01/13 17:15:43",1,"28","4",5,"1",5
"32337","Aantallen Schatten","Observer14",23,24,"2017/01/13 17:15:48",1,"24","3",7,"2",5
"32338","Aantallen Schatten","Observer14",20,18,"2017/01/13 17:15:54",1,"20","3",6,"3",6
"32339","Aantallen Schatten","Observer14",28,23,"2017/01/13 17:16:02",1,"28","4",7,"2",6
"32340","Aantallen Schatten","Observer14",19,12,"2017/01/13 17:16:08",1,"19","4",5,"4",8
"32341","Aantallen Schatten","Observer14",24,15,"2017/01/13 17:16:16",1,"24","3",6,"2",5
"32342","Aantallen Schatten","Observer14",14,27,"2017/01/13 17:16:22",1,"27","3",4,"3",6
"32343","Aantallen Schatten","Observer14",26,21,"2017/01/13 17:16:28",1,"26","4",6,"1",5
"32344","Aantallen Schatten","Observer14",17,29,"2017/01/13 17:16:35",1,"29","4",5,"3",7
"32345","Aantallen Schatten","Observer14",10,11,"2017/01/13 17:16:45",1,"10","6",6,"2",8
"32346","Aantallen Schatten","Observer14",16,22,"2017/01/13 17:16:52",1,"22","5",6,"2",7
"32347","Aantallen Schatten","Observer14",25,13,"2017/01/13 17:16:56",1,"25","3",3,"4",7
"32348","Aantallen Schatten","Observer14",21,25,"2017/01/13 17:17:06",1,"25","4",5,"1",5
"32349","Aantallen Schatten","Observer14",23,16,"2017/01/13 17:17:15",1,"23","7",7,"1",8
"32350","Aantallen Schatten","Observer14",24,18,"2017/01/13 17:17:20",1,"24","3",5,"1",4
"32351","Aantallen Schatten","Observer14",17,10,"2017/01/13 17:17:25",1,"17","3",5,"1",4
"32352","Aantallen Schatten","Observer14",19,20,"2017/01/13 17:17:32",1,"20","5",7,"2",7
"32353","Aantallen Schatten","Observer14",22,13,"2017/01/13 17:17:37",1,"22","3",4,"2",5
"32354","Aantallen Schatten","Observer14",29,27,"2017/01/13 17:17:46",1,"27","7",7,"1",8
"32355","Aantallen Schatten","Observer14",26,14,"2017/01/13 17:17:51",1,"26","3",5,"2",5
"32356","Aantallen Schatten","Observer14",12,15,"2017/01/13 17:17:57",1,"15","4",5,"1",5
"32357","Aantallen Schatten","Observer14",28,11,"2017/01/13 17:18:01",1,"28","2",2,"2",4
"32358","Aantallen Schatten","Observer14",22,10,"2017/01/13 17:18:06",1,"22","3",2,"1",4
"32359","Aantallen Schatten","Observer14",29,18,"2017/01/13 17:18:11",1,"29","3",5,"7",10
"32360","Aantallen Schatten","Observer14",21,23,"2017/01/13 17:18:22",1,"23","4",6,"2",6
"32361","Aantallen Schatten","Observer14",16,13,"2017/01/13 17:18:28",1,"16","4",5,"1",5
"32362","Aantallen Schatten","Observer14",26,27,"2017/01/13 17:18:34",1,"27","4",7,"1",5
"32363","Aantallen Schatten","Observer14",17,19,"2017/01/13 17:18:39",1,"19","3",6,"2",5
"32364","Aantallen Schatten","Observer14",24,25,"2017/01/13 17:18:45",1,"25","4",6,"2",6
"32365","Aantallen Schatten","Observer14",12,20,"2017/01/13 17:18:51",1,"20","4",5,"4",8
"32366","Aantallen Schatten","Observer14",11,15,"2017/01/13 17:18:58",1,"15","3",3,"1",4
"32367","Aantallen Schatten","Observer14",28,14,"2017/01/13 17:19:03",1,"28","3",5,"2",5
"32368","Aantallen Schatten","Observer14",21,27,"2017/01/13 17:19:08",1,"27","3",5,"2",5
"32369","Aantallen Schatten","Observer14",20,25,"2017/01/13 17:19:14",1,"25","4",5,"2",6
"32370","Aantallen Schatten","Observer14",16,18,"2017/01/13 17:19:19",1,"16","3",6,"2",5
"32371","Aantallen Schatten","Observer14",23,17,"2017/01/13 17:19:24",1,"17","4",7,"2",6
"32372","Aantallen Schatten","Observer14",28,10,"2017/01/13 17:19:31",1,"28","3",4,"1",4
"32373","Aantallen Schatten","Observer14",11,12,"2017/01/13 17:19:36",1,"12","3",5,"2",5
"32374","Aantallen Schatten","Observer14",22,24,"2017/01/13 17:19:43",1,"22","5",6,"1",6
"32375","Aantallen Schatten","Observer14",15,14,"2017/01/13 17:19:49",1,"14","4",7,"4",8
"32376","Aantallen Schatten","Observer14",26,19,"2017/01/13 17:19:56",1,"19","3",7,"1",4
"32377","Aantallen Schatten","Observer14",13,29,"2017/01/13 17:20:01",1,"29","3",5,"2",5
"32378","Aantallen Schatten","Observer14",20,27,"2017/01/13 17:20:10",1,"27","7",6,"2",9
"32379","Aantallen Schatten","Observer14",28,12,"2017/01/13 17:20:15",1,"28","3",3,"3",6
"32380","Aantallen Schatten","Observer14",19,15,"2017/01/13 17:20:25",1,"19","5",6,"2",7
"32381","Aantallen Schatten","Observer14",10,23,"2017/01/13 17:20:30",1,"23","3",3,"1",4
"32382","Aantallen Schatten","Observer14",22,18,"2017/01/13 17:20:37",1,"22","4",6,"2",6
"32383","Aantallen Schatten","Observer14",29,26,"2017/01/13 17:20:42",1,"29","4",7,"1",5
"32384","Aantallen Schatten","Observer14",13,17,"2017/01/13 17:20:49",1,"17","4",6,"2",6
"32385","Aantallen Schatten","Observer14",24,14,"2017/01/13 17:20:56",1,"24","4",5,"2",6
"32386","Aantallen Schatten","Observer14",25,16,"2017/01/13 17:21:02",1,"25","4",4,"2",6
"32387","Aantallen Schatten","Observer14",11,21,"2017/01/13 17:21:07",1,"21","3",4,"3",6
"32388","Aantallen Schatten","Observer14",12,27,"2017/01/13 17:21:13",1,"27","3",3,"2",5
"32389","Aantallen Schatten","Observer14",13,26,"2017/01/13 17:21:19",1,"26","3",3,"1",4
"32390","Aantallen Schatten","Observer14",23,20,"2017/01/13 17:21:25",1,"20","4",6,"1",5
"32391","Aantallen Schatten","Observer14",18,14,"2017/01/13 17:21:30",1,"14","3",7,"2",5
"32392","Aantallen Schatten","Observer14",16,21,"2017/01/13 17:21:39",1,"21","7",6,"1",8
"32393","Aantallen Schatten","Observer14",19,10,"2017/01/13 17:21:43",1,"19","2",3,"1",3
"32394","Aantallen Schatten","Observer14",24,17,"2017/01/13 17:21:49",1,"17","4",7,"1",5
"32395","Aantallen Schatten","Observer14",11,25,"2017/01/13 17:21:54",1,"25","3",2,"2",5
"32396","Aantallen Schatten","Observer14",29,22,"2017/01/13 17:21:59",1,"22","3",7,"2",5
"32397","Aantallen Schatten","Observer14",28,15,"2017/01/13 17:22:06",1,"28","5",5,"1",6
"32398","Aantallen Schatten","Observer14",27,13,"2017/01/13 17:22:12",1,"27","4",6,"4",8
"32399","Aantallen Schatten","Observer14",17,25,"2017/01/13 17:22:20",1,"25","4",6,"2",6
"32400","Aantallen Schatten","Observer14",29,15,"2017/01/13 17:22:26",1,"29","4",5,"2",6
"32401","Aantallen Schatten","Observer14",28,20,"2017/01/13 17:22:31",1,"20","2",7,"2",4
"32402","Aantallen Schatten","Observer14",18,23,"2017/01/13 17:22:37",1,"23","4",6,"1",5
"32403","Aantallen Schatten","Observer14",10,16,"2017/01/13 17:22:43",1,"16","3",4,"1",4
"32404","Aantallen Schatten","Observer14",12,26,"2017/01/13 17:22:49",1,"26","4",4,"1",5
"32405","Aantallen Schatten","Observer14",11,22,"2017/01/13 17:22:54",1,"22","3",3,"2",5
"32406","Aantallen Schatten","Observer14",21,14,"2017/01/13 17:23:00",1,"14","5",7,"1",6
"32407","Aantallen Schatten","Observer14",19,24,"2017/01/13 17:23:08",1,"19","6",7,"2",8
"32409","Aantallen Schatten","Observer16",19,18,"2017/01/13 18:41:14",1,"19","66",7,"2",68
"32410","Aantallen Schatten","Observer16",21,10,"2017/01/13 18:41:20",1,"21","3",3,"1",4
"32411","Aantallen Schatten","Observer16",15,24,"2017/01/13 18:41:25",1,"24","2",2,"2",4
"32412","Aantallen Schatten","Observer16",23,12,"2017/01/13 18:41:30",1,"23","3",1,"2",5
"32413","Aantallen Schatten","Observer16",20,25,"2017/01/13 18:41:34",1,"25","2",1,"2",4
"32414","Aantallen Schatten","Observer16",28,14,"2017/01/13 18:41:38",1,"28","2",1,"2",4
"32415","Aantallen Schatten","Observer16",29,27,"2017/01/13 18:41:43",1,"29","4",7,"1",5
"32416","Aantallen Schatten","Observer16",16,22,"2017/01/13 18:41:48",1,"16","2",2,"1",3
"32417","Aantallen Schatten","Observer16",18,17,"2017/01/13 18:41:53",1,"18","4",1,"4",8
"32418","Aantallen Schatten","Observer16",27,20,"2017/01/13 18:42:09",1,"27","12",1,"9",21
"32419","Aantallen Schatten","Observer16",22,14,"2017/01/13 18:42:20",1,"22","2",1,"1",3
"32420","Aantallen Schatten","Observer16",26,19,"2017/01/13 18:42:25",1,"26","2",1,"2",4
"32421","Aantallen Schatten","Observer16",15,10,"2017/01/13 18:42:30",1,"15","3",3,"2",5
"32422","Aantallen Schatten","Observer16",24,13,"2017/01/13 18:42:34",1,"24","2",2,"3",5
"32423","Aantallen Schatten","Observer16",23,11,"2017/01/13 18:42:40",1,"23","2",2,"1",3
"32424","Aantallen Schatten","Observer16",29,28,"2017/01/13 18:42:45",1,"29","3",6,"1",4
"32425","Aantallen Schatten","Observer16",21,12,"2017/01/13 18:42:49",1,"21","2",4,"3",5
"32426","Aantallen Schatten","Observer16",16,25,"2017/01/13 18:42:54",1,"25","2",1,"4",6
"32427","Aantallen Schatten","Observer16",17,25,"2017/01/13 18:43:01",1,"25","2",3,"3",5
"32428","Aantallen Schatten","Observer16",11,10,"2017/01/13 18:43:08",1,"11","4",6,"2",6
"32429","Aantallen Schatten","Observer16",22,19,"2017/01/13 18:43:13",1,"19","3",6,"2",5
"32430","Aantallen Schatten","Observer16",27,16,"2017/01/13 18:43:18",1,"27","3",1,"3",6
"32431","Aantallen Schatten","Observer16",21,15,"2017/01/13 18:43:24",1,"21","2",5,"2",4
"32432","Aantallen Schatten","Observer16",13,29,"2017/01/13 18:43:28",1,"29","2",1,"2",4
"32433","Aantallen Schatten","Observer16",12,26,"2017/01/13 18:43:33",1,"26","3",1,"2",5
"32434","Aantallen Schatten","Observer16",20,14,"2017/01/13 18:43:38",1,"20","3",3,"2",5
"32435","Aantallen Schatten","Observer16",18,23,"2017/01/13 18:43:43",1,"23","3",3,"3",6
"32436","Aantallen Schatten","Observer16",28,24,"2017/01/13 18:43:50",1,"28","3",7,"2",5
"32437","Aantallen Schatten","Observer16",27,17,"2017/01/13 18:43:55",1,"27","3",5,"2",5
"32438","Aantallen Schatten","Observer16",28,22,"2017/01/13 18:44:05",1,"28","7",6,"5",12
"32439","Aantallen Schatten","Observer16",12,29,"2017/01/13 18:44:19",1,"29","9",6,"2",11
"32440","Aantallen Schatten","Observer16",18,24,"2017/01/13 18:44:25",1,"24","3",6,"2",5
"32441","Aantallen Schatten","Observer16",14,26,"2017/01/13 18:44:29",1,"26","1",6,"2",3
"32442","Aantallen Schatten","Observer16",16,10,"2017/01/13 18:44:34",1,"16","3",4,"3",6
"32443","Aantallen Schatten","Observer16",19,15,"2017/01/13 18:44:58",1,"19","20",7,"4",24
"32444","Aantallen Schatten","Observer16",20,23,"2017/01/13 18:45:04",1,"23","2",5,"4",6
"32445","Aantallen Schatten","Observer16",13,21,"2017/01/13 18:45:16",1,"21","8",2,"6",14
"32446","Aantallen Schatten","Observer16",25,11,"2017/01/13 18:46:02",1,"25","39",2,"3",42
"32447","Aantallen Schatten","Observer16",10,17,"2017/01/13 18:46:08",1,"17","3",2,"4",7
"32448","Aantallen Schatten","Observer16",24,22,"2017/01/13 18:46:19",1,"24","7",6,"2",9
"32449","Aantallen Schatten","Observer16",13,26,"2017/01/13 18:46:25",1,"26","3",2,"2",5
"32450","Aantallen Schatten","Observer16",15,29,"2017/01/13 18:46:29",1,"29","2",2,"1",3
"32451","Aantallen Schatten","Observer16",23,25,"2017/01/13 18:46:35",1,"23","3",7,"2",5
"32452","Aantallen Schatten","Observer16",18,14,"2017/01/13 18:46:40",1,"18","3",3,"6",9
"32453","Aantallen Schatten","Observer16",27,12,"2017/01/13 18:46:47",1,"27","2",1,"6",8
"32454","Aantallen Schatten","Observer16",28,20,"2017/01/17 14:22:39",1,"28","2",2,"11",13
"32488","Aantallen Schatten","Observer17",17,13,"2017/01/16 15:44:47",1,"17","11",3,"4",15
"32489","Aantallen Schatten","Observer17",20,16,"2017/01/16 15:44:57",1,"20","5",2,"5",10
"32490","Aantallen Schatten","Observer17",22,27,"2017/01/16 15:45:23",1,"22","22",6,"4",26
"32491","Aantallen Schatten","Observer17",21,19,"2017/01/16 15:45:33",1,"19","5",5,"4",9
"32500","Aantallen Schatten","Observer17",20,22,"2017/01/16 15:46:42",1,"22","5",4,"3",8
"32501","Aantallen Schatten","Observer17",26,21,"2017/01/16 15:46:50",1,"26","4",5,"5",9
"32502","Aantallen Schatten","Observer17",25,17,"2017/01/16 15:46:59",1,"25","4",3,"3",7
"32503","Aantallen Schatten","Observer17",12,24,"2017/01/16 15:47:06",1,"24","2",2,"3",5
"32492","Aantallen Schatten","Observer17",10,12,"2017/01/16 15:45:41",1,"12","4",2,"2",6
"32493","Aantallen Schatten","Observer17",15,17,"2017/01/16 15:45:53",1,"17","9",6,"2",11
"32494","Aantallen Schatten","Observer17",26,29,"2017/01/16 15:46:00",1,"26","4",6,"3",7
"32495","Aantallen Schatten","Observer17",16,27,"2017/01/16 15:46:07",1,"27","3",5,"4",7
"32496","Aantallen Schatten","Observer17",25,18,"2017/01/16 15:46:14",1,"25","3",3,"4",7
